accountID;installationID;installationName;mainActivity
105137;514;Papierfabrik WEPA Giershagen;36-Production of paper or cardboard
100023;208;Ritoniemen lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
94996;970;DALKIA NORD - CHAUFFERIE DE LA ZAC LES EPIS;1-Combustion installations with a rated thermal input exceeding 20 MW
105138;279;Anlage zum Brennen keramischer Erzeugnisse;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100024;209;Vinkerlahden Lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
94997;673;ERIVA - Chaufferie de Surville;20-Combustion of fuels
105139;785;Installation 785;1-Combustion installations with a rated thermal input exceeding 20 MW
100025;210;Kaukolämpökeskus, Nurmijärven kirkonkylä;1-Combustion installations with a rated thermal input exceeding 20 MW
94998;104;PARDIES ENERGY;1-Combustion installations with a rated thermal input exceeding 20 MW
105140;26;Installation 26;2-Mineral oil refineries
100026;211;Varalämpökeskus, Nurmijärven kirkonkylä;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
94999;347;KEM ONE BALAN;20-Combustion of fuels
100027;387;Kuusankosken Leca-soratehdas;32-Manufacture of ceramics
95000;672;SAM MONTEREAU SAS;25-Production or processing of ferrous metals
100028;212;Limingantullin lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95001;671;SILEC CABLE;20-Combustion of fuels
100029;213;Myllytullin lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105146;515;Papierfabrik Kriepa;36-Production of paper or cardboard
95002;969;VILLAE - CHAUFFERIE CENTRALE DE LILLE EST;20-Combustion of fuels
100030;214;Oulun yliopistosairaalan lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105147;786;Heizwerk Gernsheim;20-Combustion of fuels
95004;57;Sucrerie de Roye;20-Combustion of fuels
105148;280;Anlage zum Brennen keramischer Erzeugnisse;1-Combustion installations with a rated thermal input exceeding 20 MW
100031;215;Toppilan voimalaitokset;1-Combustion installations with a rated thermal input exceeding 20 MW
95005;670;'Société Thermique de l''Almont';20-Combustion of fuels
100032;216;Haapamaa-Honkasen lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105150;27;Installation 27;2-Mineral oil refineries
95006;346;BOUYER LEROUX - Usine Mably;32-Manufacture of ceramics
100033;217;Kempeleen keskustan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95007;1146;ENERTHERM - Centrale Noël Pons;20-Combustion of fuels
100034;218;Airport 81;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95008;968;'Dalkia - Chaufferie de l''USTL DUSVA';20-Combustion of fuels
100035;219;Koura;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105154;516;PKVarel Papierfabrik;36-Production of paper or cardboard
95009;669;SC2M Chaufferie de Melun Montaigu;20-Combustion of fuels
100036;220;Pitkäkangas;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105155;787;BW_01950894 / Heizwerk V05;20-Combustion of fuels
95010;668;CGCU;20-Combustion of fuels
100037;221;Lämpökeskus Kaasila;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105157;281;Ziegelei Laimering;32-Manufacture of ceramics
95011;667;IMPRIMERIE H2D DIDIER MARY;20-Combustion of fuels
100038;222;Lämpökeskus Miilu;20-Combustion of fuels
95012;25;Sucrerie de Chevrières;20-Combustion of fuels
100039;223;Lämpökeskus Mustola;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105159;28;Raffinerie;21-Refining of mineral oil
95013;1145;Cogénération Einstein;20-Combustion of fuels
100040;224;Lämpökeskus Männikkö;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95014;666;Géoval - Centrale du Segrais;20-Combustion of fuels
100041;225;Lämpökeskus Teollisuuskylä;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95015;967;DALKIA - Chaufferie CIL LONGCHAMP;20-Combustion of fuels
105163;517;Papierherstellung Wuppertal;36-Production of paper or cardboard
100042;444;Tornion tehtaat;5-Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting
95016;665;ARJOWIGGINS SECURITY SAS;35-Production of pulp
100043;492;Pietarsaaren voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
105164;788;Zusatzdampferzeuger 106 UA/B;20-Combustion of fuels
100044;412;Joutsenon tehdas;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95017;966;DALKIA - CHAUFFERIE DE LA ZUP DE BLANC RIEZ;20-Combustion of fuels
105166;29;Installation 29;2-Mineral oil refineries
95018;664;Raffinerie de Grandpuits;21-Refining of mineral oil
100045;413;Kaskisten tehdas;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105167;282;LWB Refractories GmbH Werk Magnesital;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95019;663;BOREALIS Chaleur Grandpuits;20-Combustion of fuels
100046;414;Kemin tehdas;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
100047;415;Rauman tehdas;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95020;1144;'Centrale Thermique Arjowiggins Papeterie de l''Aa';20-Combustion of fuels
105169;518;Pappenmaschine Halblech;36-Production of paper or cardboard
100048;416;Äänekosken tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95021;965;DALKIA - CHAUFFERIE DE LA ZUP DE LENS;20-Combustion of fuels
95022;662;GEODALYS Chaufferie de la Plaine du Lys (Dammarie);20-Combustion of fuels
100049;226;Härkämäen lämpökeskus;20-Combustion of fuels
105172;789;Feuerungsanlage Kulmbach;1-Combustion installations with a rated thermal input exceeding 20 MW
95023;661;'Site Disneyland Resort Paris - Centrale d''Energie';20-Combustion of fuels
100050;227;Koroisten lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95024;345;COGESTAR - ARKEMA Balan;20-Combustion of fuels
100051;228;Kärsämäentien siirrettävä lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105175;30;Installation 30;2-Mineral oil refineries
95025;56;S.I.T.P.A. - Usine de Rosières en Santerre;20-Combustion of fuels
100052;229;Linnan voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
105177;283;Ziegelei Gundelfingen;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95026;964;DALKIA NORD - CHAUFFERIE DE LA ZUP DE BETHUNE;20-Combustion of fuels
100053;230;Luolavuoren lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95027;963;DALKIA - CHAUFFERIE DE LA BLANCHISSERIE DU CHR;20-Combustion of fuels
100054;231;Orikedon lämpökeskus;20-Combustion of fuels
105179;519;Anlage zur Papierherstellung;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95028;660;Chelles Chaleur (GDF);20-Combustion of fuels
100055;232;Pernon siirrettävä lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105180;790;Heizkraftwerk Darmstadt;20-Combustion of fuels
95029;344;Compagnie de Cogénération de Champblain;20-Combustion of fuels
100056;233;Ravurinkadun biokaasulämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105182;31;Raffinerie Wesseling;21-Refining of mineral oil
95030;658;'Station de compression d''Evry-Gregy';1-Combustion installations with a rated thermal input exceeding 20 MW
100057;234;Taalintehtaankadun siirrettävä lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95031;657;CORNING SAS;31-Manufacture of glass
100058;235;TYKS:n lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95032;86;NP ROLPIN;20-Combustion of fuels
100059;491;Artukaisten lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105185;520;Papiermaschine 4 Duisburg;36-Production of paper or cardboard
95033;656;THOMSON VIDEOGLASS;7-Installations for the manufacture of glass including glass fibre
100060;236;Paimion päälämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95034;655;KERAGLASS;31-Manufacture of glass
100061;391;Lahden lasitehdas;7-Installations for the manufacture of glass including glass fibre
105188;284;Magnesita Refractories GmbH Werk Hagen-Halden;32-Manufacture of ceramics
95035;1143;Unité de Trémeven;20-Combustion of fuels
100062;493;Polttimon lämpökeskus;20-Combustion of fuels
105190;32;Raffinerie Godorf;21-Refining of mineral oil
100063;237;Puuvillan Lämpökeskus;20-Combustion of fuels
95036;654;SGD SA - SUCY;31-Manufacture of glass
95037;962;HERTA - Usine de Saint Pol sur Ternoise;20-Combustion of fuels
100064;238;Ulasoorin Lämpökeskus;20-Combustion of fuels
105192;791;Heizwerk Kolpingstraße;1-Combustion installations with a rated thermal input exceeding 20 MW
100065;494;Metallikylän Lämpökeskus;20-Combustion of fuels
95038;653;EDF Centrale de Vitry;20-Combustion of fuels
100066;495;Tiilimäen Lämpökeskus;20-Combustion of fuels
95039;652;PCE - Centrale Nord - Stains;20-Combustion of fuels
105196;33;Schmierstoffraffinerie Neuhof;21-Refining of mineral oil
95040;961;'Dalkia - Chaufferie Les Cèdres - Villeneuve d''Ascq';20-Combustion of fuels
100067;239;Aittaluodon voimalaitos;20-Combustion of fuels
95041;343;FERRO COULEURS France;1-Combustion installations with a rated thermal input exceeding 20 MW
100068;496;Harjavalta;20-Combustion of fuels
95042;651;SOCIETE GEOTHERMALE DES RIVES DE MARNE;20-Combustion of fuels
100069;497;Pihlavan Voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
105200;521;Installation 521;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95043;650;GENNEVILLIERS ENERGIE - Chaufferie du Luth;20-Combustion of fuels
100070;240;Bion lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105202;285;Anlage zum Brennen keramischer Erzeugnisse;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95044;55;TEREOS STARCH & SWEETENERS EUROPE - Nesle à Mesnil;20-Combustion of fuels
100071;241;Eestinmäen lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95045;960;Chaudières CRODA;20-Combustion of fuels
100072;242;Gammelbackan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105205;793;Heizkraftwerk 1 Oberhausen;20-Combustion of fuels
100073;243;Harabackan lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95047;649;CEVE;20-Combustion of fuels
105206;34;Raffinerie §25 TEHG Einheitliche Anlage Glocke;21-Refining of mineral oil
100074;244;Kipinätien lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95048;959;'SIH Sté d''impression d''hem';9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
100075;245;Kirjaltajantien lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95049;648;Tuilerie MONIER MARSEILLE;32-Manufacture of ceramics
105209;522;Papierproduktion Nordland;36-Production of paper or cardboard
100076;246;Sairaalantien lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95050;342;'SDCL L''Aurence';20-Combustion of fuels
105210;286;Werk Schwarting;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100077;247;Tolkkisten höyryvoimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95051;647;LORRAINE PROVENCE;1-Combustion installations with a rated thermal input exceeding 20 MW
105211;35;Schwerölvergasung Wesseling;2-Mineral oil refineries
100078;498;Punkaharjun kattilalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95052;958;CHAUFFERIE CALAIS ENERGIE;20-Combustion of fuels
105212;794;Heizkraftwerk 2 Oberhausen;20-Combustion of fuels
100079;4;Vaskiluoto 3-voimalaitos;20-Combustion of fuels
95053;646;EURENCO Sorgues;20-Combustion of fuels
100080;5;Kristiinan voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
105214;523;Kartonmaschinen 1+3 mit Kraftwerk;36-Production of paper or cardboard
100081;6;Tahkoluodon voimalaitos;1-Combustion installations with a rated thermal input exceeding 20 MW
95055;645;Station de compression de Courthézon;1-Combustion installations with a rated thermal input exceeding 20 MW
100082;499;Raision voimalaitos;20-Combustion of fuels
105216;36;Anlage zur Feindestillation von Erdölfraktionen;21-Refining of mineral oil
95056;341;CHU DUPUYTREN;20-Combustion of fuels
100083;248;Hakinmäki;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105217;795;Gemeinschaftskraftwerk Burghausen;20-Combustion of fuels
95057;957;Ennoblissement de Flandres (ex BPN);1-Combustion installations with a rated thermal input exceeding 20 MW
100084;249;Hauninen;1-Combustion installations with a rated thermal input exceeding 20 MW
105218;287;Klinkerwerk Bertram;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100085;250;Kallanen;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95058;644;AEROPORT PARIS LE BOURGET;20-Combustion of fuels
95059;643;Chaufferie Centrale des Fossés Jean Nord;1-Combustion installations with a rated thermal input exceeding 20 MW
100086;251;Kattelus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105220;37;AVISTA OIL Deutschland GmbH;21-Refining of mineral oil
95060;340;MADRANGE;1-Combustion installations with a rated thermal input exceeding 20 MW
100087;252;Kemppilä;1-Combustion installations with a rated thermal input exceeding 20 MW
95061;642;ENGIE ENERGIE SERVICES Chauff. site Aventis Pharma;20-Combustion of fuels
100088;253;Petäsmäki;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95062;956;ArcelorMittal Atlantique et Lorraine - Dunkerque;20-Combustion of fuels
105224;796;Nestlé Deutschland AG - Werk Biessenhofen;20-Combustion of fuels
100089;254;0,7 MW:n lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95063;641;CHAUX DE LA TOUR;30-Production of lime, or calcination of dolomite/magnesite
100090;255;Isometsän lämpökeskus;20-Combustion of fuels
105225;38;Elektrostahlwerk Bous;24-Production of pig iron or steel
95064;339;SETHELEC CENTRALE DE COGENERATION DE SAILLAT;20-Combustion of fuels
105226;1894;Anlage zur Herstellung von Mineralfasern;33-Manufacture of mineral wool
100091;256;Kaivopuiston lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105227;524;Installation 524;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95065;640;'Cogénération d''Aulnay (GDF)';20-Combustion of fuels
100092;257;Kappelinluhdan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
100093;258;Kourujärven lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95066;955;ArcelorMittal Atlantique Lorraine - Mardyck;20-Combustion of fuels
100094;259;Merirauman lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95067;54;'Usine d''Estrées Mons';20-Combustion of fuels
105231;797;Kesselhaus Lauffenmühle;1-Combustion installations with a rated thermal input exceeding 20 MW
100095;260;Pyynpään lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95068;639;Lafarge Holcim Ciments - Usine de La Malle;29-Production of cement clinker
100096;261;Sataman lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95069;134;SPTP SAS;20-Combustion of fuels
100097;445;Raahen terästehdas;5-Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting
105234;525;TCO Papiermaschine 15 (Anlagennummer: 0423);36-Production of paper or cardboard
95070;638;SETHELEC CENTRALE DE COGENERATION ARLES;20-Combustion of fuels
100098;500;Hämeenlinnan tehtaat;1-Combustion installations with a rated thermal input exceeding 20 MW
95071;954;STORA ENSO CORBEHEM;35-Production of pulp
105235;39;Elektrostahlwerk Anlage;24-Production of pig iron or steel
100099;262;Kaunolan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105236;289;Ziegelwerk;32-Manufacture of ceramics
95072;637;LAVERA ENERGIES SNC;20-Combustion of fuels
100100;263;Mattilan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105237;798;Tiefdruckerei Itzehoe;20-Combustion of fuels
95073;953;'TEREOS - Sucrerie d''ATTIN';20-Combustion of fuels
100101;264;Peltokylän lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105238;526;Papiermaschine 4 (Anlagennummer: 0003);36-Production of paper or cardboard
95074;636;CONSERVES FRANCE Tarascon;20-Combustion of fuels
100102;265;Sairaalan lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105239;290;Anlage zum Brennen keramischer Erzeugnisse;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95075;85;REGIES MUNICIPALES;1-Combustion installations with a rated thermal input exceeding 20 MW
100103;266;Ahjotie;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95076;338;INTERNATIONAL PAPER SA;35-Production of pulp
105240;40;Elektrostahlwerk Peine;24-Production of pig iron or steel
100104;267;Hillenrintie;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105241;527;TCG Papiermaschine 12  Günzach;36-Production of paper or cardboard
95077;952;TEREOS - Sucrerie de Marconnelle;1-Combustion installations with a rated thermal input exceeding 20 MW
100105;268;Kairatie 54;1-Combustion installations with a rated thermal input exceeding 20 MW
95078;337;BLEDINA;20-Combustion of fuels
105243;41;Lech-Stahlwerke GmbH;24-Production of pig iron or steel
100106;269;Ounasrinne;1-Combustion installations with a rated thermal input exceeding 20 MW
95079;635;LAFARGE COUVERTURE tuilerie;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100107;270;Suosiola;1-Combustion installations with a rated thermal input exceeding 20 MW
95080;951;TEREOS - Sucrerie de LILLERS;20-Combustion of fuels
105245;799;Nestlé Deutschland AG - Werk Mainz - Kesselhaus;1-Combustion installations with a rated thermal input exceeding 20 MW
100108;271;Teollisuustie;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95081;634;Usine Camaret;20-Combustion of fuels
105246;528;TCN Anlage Papierherstellung (Anlagennummer: 0001);36-Production of paper or cardboard
100109;272;Tievakatu;1-Combustion installations with a rated thermal input exceeding 20 MW
95082;950;HEINEKEN ENTREPRISE SAS Mons en Baroeul;20-Combustion of fuels
105247;291;Kandern Feuerfest;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95083;633;Terminal Méthanier de Fos-Tonkin;20-Combustion of fuels
100110;273;Toripuistikko;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
100111;392;Forssan lasivillatehdas;7-Installations for the manufacture of glass including glass fibre
95084;103;PAPETERIE DES GAVES;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105249;529;Industriekraftwerk;36-Production of paper or cardboard
100112;393;Hyvinkään lasivillatehdas;7-Installations for the manufacture of glass including glass fibre
105250;800;Heizwerk Monheim NW 4852860 180;20-Combustion of fuels
95086;632;STSP SEMISAP;20-Combustion of fuels
100113;274;Meriniitty;20-Combustion of fuels
105251;42;Hochofen C Salzgitter;5-Installations for the production of pig iron or steel (primary or secondary fusion) including continuous casting
95087;336;PANNEAUX DE CORREZE SAS;20-Combustion of fuels
100114;275;Nokia;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105253;292;Anlage zur Herstellung poröser keramischer Filter;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100115;276;Ollikkala;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95089;949;PEIGNAGE DE LA TOSSEE;1-Combustion installations with a rated thermal input exceeding 20 MW
105254;801;Kesselhaus Hanau;20-Combustion of fuels
100116;277;Uhrilähteenkatu;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95090;630;EDF Centrale de Martigues;20-Combustion of fuels
105255;43;Glocke Salzgitter;24-Production of pig iron or steel
100117;309;Iisalmen voimalaitos;20-Combustion of fuels
95091;629;Raffinerie de Provence;21-Refining of mineral oil
105256;530;Pappenmaschine Rosengarten;36-Production of paper or cardboard
100118;310;Kivirannankuja;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95092;948;'Dépôt Pétrolier de la Côte d''Opale (Flandres)';21-Refining of mineral oil
100119;311;Kontionpuisto;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105258;1850;Kraftwerk  Hamborn Block 5;20-Combustion of fuels
100120;312;Kukkaroniemi;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95093;24;IDEX ENERGIES - BASF COATINGS SAS;20-Combustion of fuels
100121;313;Myllykatu;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105259;44;Stahlwerk Duisburg;24-Production of pig iron or steel
95094;947;WEPA FRANCE;35-Production of pulp
100122;314;Naarajärvi;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95095;53;BGP FLAUCOURT;1-Combustion installations with a rated thermal input exceeding 20 MW
105260;1851;Spitzenheizwerk  Bochum;1-Combustion installations with a rated thermal input exceeding 20 MW
100123;315;Niilontie;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95096;335;Papeteries et Cartonneries Lacaux Frères;35-Production of pulp
105261;802;Feuerungsanlage zur Dampferzeugung;20-Combustion of fuels
100124;316;Pieksämäen voimalaitos;20-Combustion of fuels
95097;946;CHAUX ET DOLOMIES DU BOULONNAIS;29-Production of cement clinker
105263;531;Papierfabrik Hagen;36-Production of paper or cardboard
100125;317;Teollisuuskuja;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95098;628;ARCELORMITTAL MEDITERRANEE;24-Production of pig iron or steel
100126;318;Vanha Jäppiläntie;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95099;627;ESSO RAFFINAGE SAF;21-Refining of mineral oil
105265;293;Anlage zum Brennen keramischer Schleifkörper;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
100127;278;Kapernaumin lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
105266;45;Kokerei Prosper (ohne Kesselhaus);22-Production of coke
95101;945;MAGNESITA REFRACTORIES;32-Manufacture of ceramics
100128;279;Kasperin lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
100129;280;Sairaalan lämpökeskus;1-Combustion installations with a rated thermal input exceeding 20 MW
95102;626;Usine à Chaux CIFC;30-Production of lime, or calcination of dolomite/magnesite
105269;46;Elektrostahlwerk Henningsdorf;24-Production of pig iron or steel
95103;625;ASCO INDUSTRIES - Usine de Fos-sur-Mer;24-Production of pig iron or steel
100130;281;Vesitornin lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105270;294;Ziegelei Rottenburg/Laaber;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95104;334;DALKIA -SDCL Beaubreuil;20-Combustion of fuels
100131;12;Röyttän kalkkitehdas;30-Production of lime, or calcination of dolomite/magnesite
105271;1852;Dachziegelwerk Meyer;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95105;624;Raffinerie de Berre;21-Refining of mineral oil
105272;532;Kartonerzeugungsanlage Schwarzenberg;36-Production of paper or cardboard
100132;395;Heinolan Flutingtehdas;36-Production of paper or cardboard
95106;623;FIGENAL;20-Combustion of fuels
100133;396;Imatran tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105273;804;Heizkraftwerk Meggle;20-Combustion of fuels
100134;397;Kotkan tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95107;333;'Smurfit PRF Papeterie d''Uzerche';9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95108;622;'Usine chimique de l''Aubette';20-Combustion of fuels
100135;398;Oulun tehdas;36-Production of paper or cardboard
105276;1853;Heizwerk Bismarckstraße;1-Combustion installations with a rated thermal input exceeding 20 MW
100136;399;Varkauden tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95109;621;Usine chimique de Berre;20-Combustion of fuels
105277;1854;LEIPA Schrobenhausen;1-Combustion installations with a rated thermal input exceeding 20 MW
100137;400;Veitsiluodon tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
95111;332;'Smurfit PRF Papeterie d''Aubazine';9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
100138;434;Pankakosken tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105278;533;Pappenwerk Weisenbach;36-Production of paper or cardboard
95112;620;CHU HENRI MONDOR;1-Combustion installations with a rated thermal input exceeding 20 MW
100139;435;Anjalan tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105280;47;Elektrostahlwerk Wetzlar;24-Production of pig iron or steel
100140;436;Summan tehtaat;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
100141;501;Honkalahden saha;20-Combustion of fuels
95114;619;LYONDELL CHIMIE FRANCE SAS;20-Combustion of fuels
105281;1855;GuD-Anlage A 800;20-Combustion of fuels
100142;437;Juankosken kartonkitehdas;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105282;295;Ziegelwerk Klosterbeuren Werk 1;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
95115;331;SKPRF Usine de Saillat-sur-Vienne;35-Production of pulp
95116;52;'Sucrerie d''Eppeville';20-Combustion of fuels
100143;417;Sunila;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
105283;805;Heizkraftwerk Senftenberg;20-Combustion of fuels
100144;282;Pitämän lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95118;618;KEM ONE FOS;20-Combustion of fuels
100145;283;Risteen lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105286;534;Heizkraftwerk PM 4;36-Production of paper or cardboard
100146;284;Siikarannan lämpökeskus;20-Combustion of fuels
95119;330;'POLYREY USINE D''USSEL';1-Combustion installations with a rated thermal input exceeding 20 MW
105287;1856;TCG Gasturbinenanlage mit Abhitzekessel;20-Combustion of fuels
100147;285;Alasuontien lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
95120;617;CABOT FRANCE;1-Combustion installations with a rated thermal input exceeding 20 MW
105288;48;Schmelz- und Giessbetrieb Siegen Eintracht;24-Production of pig iron or steel
100148;286;Haka-alueen lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105289;296;Ziegelwerk Klosterbeuren Werk 2;32-Manufacture of ceramics
95121;329;SLV-Ta-EDS2;20-Combustion of fuels
100149;287;Inkerinkylän lämpökeskus;99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC
105290;49;Zentralkokerei Dillingen;22-Production of coke
95123;616;NAPHTACHIMIE - Usine de Lavéra;20-Combustion of fuels
